Field,Dataset,Product,Obj__Id,Time,Duration_s,Area_Count,Elevation_,Swth_Wdth_,Y_Offset_f,Yld_Mass_W,Yld_Vol_Dr,Moisture__,Pass_Num,Track_deg_,Distance_f,Crop_Flw_M,Crop_Flw_V,Yld_Mass_D,Yld_Vol_We,Speed_mph_,Prod_ac_h_,Date,geometry,CRS
FENDT,L17: (ISO_ADAPT),NO Product,10559.0,2024-10-07,1.009,On,3154.9311,40.0,0.0,1880.8626,35.9052,6.6,40.0,180.0,3.6092,6.178,427.7085,1880.8626,36.1704,2.4389,11.8248,2024-10-07,POINT (-114.2560371 51.887873799999994),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10560.0,2024-10-07,0.999,On,3154.9245,40.0,0.0,1894.996,36.1748,6.6,40.0,180.0,3.6457,6.3502,439.6323,1894.996,36.4422,2.4882,12.0638,2024-10-07,POINT (-114.2560371 51.8878638),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10561.0,2024-10-07,1.015,On,3154.9245,40.0,0.0,1888.3939,36.0599,6.6,40.0,180.0,3.6092,6.1661,426.8827,1888.3939,36.3153,2.4245,11.7549,2024-10-07,POINT (-114.2560371 51.887853899999996),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10562.0,2024-10-07,1.305,On,3154.8983,40.0,0.0,1901.2741,36.292,6.5775,40.0,180.0,4.7758,6.3893,442.336,1901.2741,36.563,2.4952,12.0979,2024-10-07,POINT (-114.2560371 51.8878408),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10563.0,2024-10-07,1.104,On,3154.8852,40.0,0.0,1945.7612,37.0935,6.5,40.0,180.0,3.9373,6.3722,441.1548,1945.7612,37.4185,2.4316,11.7898,2024-10-07,POINT (-114.2560371 51.88783),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10564.0,2024-10-07,0.92,On,3154.8786,40.0,0.0,1928.3456,36.7598,6.5,40.0,180.0,3.3176,6.3854,442.0641,1928.3456,37.0836,2.4587,11.9208,2024-10-07,POINT (-114.2560371 51.887820899999994),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10565.0,2024-10-07,1.408,On,3154.8622,40.0,0.0,1783.9193,33.9928,6.5,40.0,180.0,5.031,5.8533,405.2271,1783.9193,34.3061,2.4363,11.8121,2024-10-07,POINT (-114.2560371 51.887807099999996),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10566.0,2024-10-07,0.908,On,3154.8425,40.0,0.0,1849.0387,35.2544,6.5,40.0,180.0,3.6457,6.8172,471.9619,1849.0387,35.5584,2.7375,13.2729,2024-10-07,POINT (-114.2560371 51.8877971),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10567.0,2024-10-07,1.115,On,3154.836,40.0,0.0,1932.1108,36.8638,6.5,40.0,180.0,4.0102,6.3811,441.7705,1932.1108,37.156,2.4522,11.8896,2024-10-07,POINT (-114.2560371 51.8877861),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10568.0,2024-10-07,0.903,On,3154.7867,40.0,0.0,1923.8404,36.7084,6.5,40.0,180.3973,3.2447,6.3479,439.4693,1923.8404,36.9969,2.45,11.8785,2024-10-07,POINT (-114.2560372 51.887777199999995),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10569.0,2024-10-07,1.111,On,3154.7703,40.0,0.0,1919.8879,36.6341,6.5,40.0,180.3244,3.9738,6.3058,436.5581,1919.8879,36.9209,2.4387,11.8241,2024-10-07,POINT (-114.25603729999999 51.887766299999996),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10570.0,2024-10-07,0.898,On,3154.7474,40.0,0.0,1790.1936,34.1378,6.5,40.0,180.0,3.2446,5.9397,411.207,1790.1936,34.4268,2.4635,11.9444,2024-10-07,POINT (-114.25603729999999 51.8877574),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10571.0,2024-10-07,0.93,On,3154.7178,40.0,0.0,1681.2291,32.0405,6.5,40.0,180.0,3.2811,5.4467,377.0798,1681.2291,32.3313,2.4055,11.663,2024-10-07,POINT (-114.25603729999999 51.8877484),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10572.0,2024-10-07,0.494,On,3154.7178,40.0,0.0,1681.2291,32.0405,6.5,40.0,179.0933,1.422,4.4439,307.6562,1681.2291,32.3313,1.9626,9.5157,2024-10-07,POINT (-114.2560372 51.8877445),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10573.0,2024-10-07,0.897,On,3154.6916,40.0,0.0,1840.3945,35.1412,6.5,40.0,180.0,3.6092,6.7999,470.761,1840.3945,35.3922,2.7434,13.3013,2024-10-07,POINT (-114.2560372 51.887734599999995),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10574.0,2024-10-07,0.607,On,3154.685,40.0,0.0,1840.3945,35.1412,6.5,40.0,179.4006,2.1511,5.9889,414.6148,1840.3945,35.3922,2.4162,11.7149,2024-10-07,POINT (-114.2560371 51.8877287),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10575.0,2024-10-07,1.31,On,3154.685,40.0,0.0,1826.3579,34.8256,6.5,40.0,180.0,4.7394,6.0674,420.0536,1826.3579,35.1223,2.4667,11.9598,2024-10-07,POINT (-114.2560371 51.8877157),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10576.0,2024-10-07,1.212,On,3154.685,40.0,0.0,1819.9635,34.6818,6.5,40.0,179.7259,4.703,6.4849,448.9537,1819.9635,34.9993,2.6457,12.8275,2024-10-07,POINT (-114.25603699999999 51.8877028),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10577.0,2024-10-07,1.12,On,3154.6588,40.0,0.0,2022.0428,38.5864,6.5,40.0,180.0,3.6092,5.9835,414.2422,2022.0428,38.8854,2.1972,10.6529,2024-10-07,POINT (-114.25603699999999 51.8876929),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10578.0,2024-10-07,0.993,On,3154.6621,40.0,0.0,2022.0428,38.5864,6.5,40.0,180.0,3.6092,6.7488,467.2218,2022.0428,38.8854,2.4782,12.0153,2024-10-07,POINT (-114.25603699999999 51.887682999999996),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10579.0,2024-10-07,1.111,On,3154.6555,40.0,0.0,1688.9018,32.2702,6.5,40.0,179.7077,4.4113,6.1578,426.3126,1688.9018,32.4789,2.7072,13.1258,2024-10-07,POINT (-114.2560369 51.887670899999996),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10580.0,2024-10-07,0.612,On,3154.6555,40.0,0.0,1688.9018,32.2702,6.5,40.0,180.0,1.1302,2.8639,198.272,1688.9018,32.4789,1.2591,6.1046,2024-10-07,POINT (-114.2560369 51.887667799999996),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10581.0,2024-10-07,0.804,On,3154.6391,40.0,0.0,1687.8371,32.198,6.5,40.0,180.0,4.0467,7.8009,540.0628,1687.8371,32.4584,3.4317,16.6386,2024-10-07,POINT (-114.2560369 51.8876567),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10582.0,2024-10-07,1.004,On,3154.6096,40.0,0.0,1687.2067,32.1553,6.5,40.0,180.0,3.7186,5.7383,397.2661,1687.2067,32.4463,2.5253,12.2438,2024-10-07,POINT (-114.2560369 51.887646499999995),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10583.0,2024-10-07,0.919,On,3154.5768,40.0,0.0,1578.0128,30.0831,6.5,40.0,180.3973,3.2447,5.1161,354.1949,1578.0128,30.3464,2.4073,11.6717,2024-10-07,POINT (-114.25603699999999 51.8876376),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10584.0,2024-10-07,0.897,On,3154.5636,40.0,0.0,1548.0262,29.514,6.5,40.0,180.0,3.3176,5.2574,363.9771,1548.0262,29.7697,2.5217,12.2264,2024-10-07,POINT (-114.25603699999999 51.8876285),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10585.0,2024-10-07,1.021,On,3154.5571,40.0,0.0,1562.0984,29.7885,6.5,40.0,180.3501,3.6822,5.1732,358.145,1562.0984,30.0404,2.4589,11.9221,2024-10-07,POINT (-114.2560371 51.8876184),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10586.0,2024-10-07,0.897,On,3154.5407,40.0,0.0,1571.5798,29.9734,6.5,40.0,180.0,3.6821,5.924,410.1212,1571.5798,30.2227,2.7988,13.57,2024-10-07,POINT (-114.2560371 51.8876083),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10587.0,2024-10-07,1.016,On,3154.5144,40.0,0.0,1555.4823,29.688,6.5,40.0,180.0,3.6821,5.1765,358.3765,1555.4823,29.9131,2.471,11.9806,2024-10-07,POINT (-114.2560371 51.8875982),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10588.0,2024-10-07,1.095,On,3154.4915,40.0,0.0,1539.1936,29.3992,6.5,40.0,180.0,4.0102,5.1763,358.3592,1539.1936,29.5999,2.497,12.1068,2024-10-07,POINT (-114.2560371 51.8875872),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10589.0,2024-10-07,1.113,On,3154.4685,40.0,0.0,1511.4485,28.874,6.5,40.0,180.3186,4.0468,5.0463,349.3612,1511.4485,29.0663,2.479,12.0195,2024-10-07,POINT (-114.2560372 51.8875761),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10590.0,2024-10-07,0.907,On,3154.439,40.0,0.0,1478.5252,28.2508,6.5,40.0,180.0,3.3176,4.966,343.803,1478.5252,28.4332,2.4939,12.0916,2024-10-07,POINT (-114.2560372 51.887567),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10591.0,2024-10-07,1.101,On,3154.3898,40.0,0.0,1639.714,31.2735,6.5,40.0,180.0,4.0467,5.5342,383.1339,1639.714,31.533,2.506,12.1503,2024-10-07,POINT (-114.2560372 51.887555899999995),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10592.0,2024-10-07,0.809,On,3154.3406,40.0,0.0,1698.9835,32.385,6.5,40.0,180.0,2.8801,5.5541,384.5161,1698.9835,32.6728,2.4273,11.7687,2024-10-07,POINT (-114.2560372 51.887547999999995),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10593.0,2024-10-07,1.017,On,3154.2913,40.0,0.0,1696.7787,32.3385,6.5,40.0,180.0,3.6821,5.6412,390.5462,1696.7787,32.6304,2.4686,11.9688,2024-10-07,POINT (-114.2560372 51.8875379),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10594.0,2024-10-07,1.112,On,3154.2454,40.0,0.0,1693.5412,32.2702,6.5,40.0,180.0,4.0467,5.6593,391.7967,1693.5412,32.5681,2.4812,12.0301,2024-10-07,POINT (-114.2560372 51.887526799999996),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10595.0,2024-10-07,0.997,On,3154.1929,40.0,0.0,1721.2804,32.7978,6.5511,40.0,180.0,4.0102,6.3577,440.1452,1721.2804,33.1015,2.7425,13.2968,2024-10-07,POINT (-114.2560372 51.887515799999996),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10596.0,2024-10-07,1.018,On,3154.1601,40.0,0.0,1747.8751,33.3037,6.6,40.0,179.6533,3.7187,5.863,405.8986,1747.8751,33.613,2.4906,12.0756,2024-10-07,POINT (-114.2560371 51.8875056),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10597.0,2024-10-07,0.903,On,3154.124,40.0,0.0,1772.7003,33.7948,6.6,40.0,179.6071,3.2812,5.9149,409.4936,1772.7003,34.0904,2.4775,12.012,2024-10-07,POINT (-114.25603699999999 51.8874966),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10598.0,2024-10-07,1.305,On,3154.0715,40.0,0.0,1823.3538,34.7967,6.6,40.0,179.7321,4.8123,6.1743,427.4506,1823.3538,35.0645,2.5143,12.1904,2024-10-07,POINT (-114.2560369 51.8874834),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10599.0,2024-10-07,0.82,On,3154.0518,40.0,0.0,1738.2504,33.1895,6.6,40.0,180.0,2.953,5.7482,397.9517,1738.2504,33.4279,2.4554,11.9048,2024-10-07,POINT (-114.2560369 51.8874753),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10600.0,2024-10-07,1.196,On,3154.019,40.0,0.0,1707.8161,32.6147,6.6,40.0,180.0,4.4113,5.7842,400.4443,1707.8161,32.8426,2.5148,12.1928,2024-10-07,POINT (-114.2560369 51.8874632),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10601.0,2024-10-07,0.707,On,3153.9698,40.0,0.0,1709.414,32.6147,6.6,40.0,180.4981,2.5885,5.7471,397.8775,1709.414,32.8733,2.4963,12.1033,2024-10-07,POINT (-114.25603699999999 51.887456099999994),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10602.0,2024-10-07,1.02,On,3153.9633,40.0,0.0,1710.1358,32.6147,6.6,40.0,180.3501,3.6822,5.669,392.4702,1710.1358,32.8872,2.4614,11.9338,2024-10-07,POINT (-114.2560371 51.887446),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10603.0,2024-10-07,0.357,On,3153.9633,40.0,0.0,1710.1358,32.6147,6.6,40.0,180.0,0.401,1.764,122.1242,1710.1358,32.8872,0.7659,3.7134,2024-10-07,POINT (-114.2560371 51.8874449),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10604.0,2024-10-07,0.339,On,3153.9567,40.0,0.0,1669.137,31.8261,6.6,40.0,180.0,2.1874,9.8899,684.6842,1669.137,32.0988,4.3994,21.3305,2024-10-07,POINT (-114.2560371 51.8874389),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10605.0,2024-10-07,1.406,On,3153.9436,40.0,0.0,1566.8512,29.8585,6.6,40.0,180.0,5.505,5.6334,390.0014,1566.8512,30.1318,2.6695,12.9432,2024-10-07,POINT (-114.2560371 51.8874238),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10606.0,2024-10-07,1.014,On,3153.9042,40.0,0.0,1631.5855,31.1066,6.6,40.0,180.0,3.7186,5.4944,380.381,1631.5855,31.3766,2.5004,12.1231,2024-10-07,POINT (-114.2560371 51.887413599999995),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10607.0,2024-10-07,1.119,On,3153.8681,40.0,0.0,1793.198,34.2225,6.6,40.0,180.0,4.0102,5.9012,408.5429,1793.198,34.4846,2.4435,11.8471,2024-10-07,POINT (-114.2560371 51.887402599999994),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10608.0,2024-10-07,1.0,On,3153.8419,40.0,0.0,1739.6778,33.1951,6.6,40.0,180.0,3.7186,5.9404,411.2594,1739.6778,33.4553,2.5354,12.2928,2024-10-07,POINT (-114.2560371 51.887392399999996),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10609.0,2024-10-07,1.015,On,3153.8386,40.0,0.0,1685.5115,32.1553,6.6,40.0,179.6464,3.6457,5.5593,384.8759,1685.5115,32.4137,2.449,11.8739,2024-10-07,POINT (-114.25603699999999 51.8873824),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10610.0,2024-10-07,1.199,On,3153.8222,40.0,0.0,1708.9308,32.6191,6.6,40.0,180.0,4.4113,5.7735,399.7031,1708.9308,32.8641,2.5085,12.1623,2024-10-07,POINT (-114.25603699999999 51.8873703),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10611.0,2024-10-07,1.122,On,3153.832,40.0,0.0,1720.3067,32.8444,6.6,40.0,180.0,4.0831,5.7488,397.9952,1720.3067,33.0828,2.4813,12.0303,2024-10-07,POINT (-114.25603699999999 51.8873591),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10612.0,2024-10-07,0.489,On,3153.832,40.0,0.0,1929.2361,36.849,6.6,40.0,180.0,1.7864,6.4717,448.0427,1929.2361,37.1007,2.4908,12.0764,2024-10-07,POINT (-114.25603699999999 51.8873542),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10613.0,2024-10-07,1.428,On,3153.832,40.0,0.0,2067.8118,39.5051,6.6,40.0,180.0,5.1404,6.8352,473.2044,2067.8118,39.7656,2.4544,11.8998,2024-10-07,POINT (-114.25603699999999 51.887340099999996),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10614.0,2024-10-07,0.996,On,3153.8255,40.0,0.0,1986.4669,37.9007,6.6,40.0,180.0,3.6821,6.7436,466.8638,1986.4669,38.2013,2.5206,12.2212,2024-10-07,POINT (-114.25603699999999 51.88733),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10615.0,2024-10-07,1.217,On,3153.8058,40.0,0.0,1933.8952,36.8638,6.6,40.0,180.272,4.7394,6.9157,478.7816,1933.8952,37.1903,2.6552,12.8738,2024-10-07,POINT (-114.2560371 51.887316999999996),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10616.0,2024-10-07,0.8,On,3153.8058,40.0,0.0,1779.4946,33.9456,6.6,40.0,180.0,2.5884,5.287,366.0259,1779.4946,34.2211,2.206,10.6959,2024-10-07,POINT (-114.2560371 51.8873099),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10617.0,2024-10-07,0.913,On,3153.7861,40.0,0.0,1757.6891,33.5334,6.6,40.0,180.0,3.6457,6.4449,446.1882,1757.6891,33.8017,2.7225,13.2002,2024-10-07,POINT (-114.2560371 51.887299899999995),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10618.0,2024-10-07,1.314,On,3153.7927,40.0,0.0,1744.1279,33.3037,6.6,40.0,180.0,4.7758,5.8211,402.9963,1744.1279,33.5409,2.4781,12.0151,2024-10-07,POINT (-114.2560371 51.8872868),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10619.0,2024-10-07,0.898,On,3153.7894,40.0,0.0,1744.1279,33.3037,6.6,40.0,180.0,3.2811,5.8518,405.1271,1744.1279,33.5409,2.4912,12.0786,2024-10-07,POINT (-114.2560371 51.8872778),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10620.0,2024-10-07,0.923,On,3153.8123,40.0,0.0,1780.0829,33.9928,6.5,40.0,180.3886,3.3176,5.8754,406.7586,1780.0829,34.2324,2.4507,11.8823,2024-10-07,POINT (-114.2560372 51.8872687),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10621.0,2024-10-07,0.803,On,3153.8123,40.0,0.0,1780.0829,33.9928,6.5,40.0,180.0,2.9165,5.9369,411.0186,1780.0829,34.2324,2.4764,12.0067,2024-10-07,POINT (-114.2560372 51.8872607),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10622.0,2024-10-07,0.889,On,3153.8123,40.0,0.0,1724.5247,32.9077,6.5,40.0,180.3929,3.2812,5.8448,404.6385,1724.5247,33.1639,2.5165,12.2012,2024-10-07,POINT (-114.25603729999999 51.8872517),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10623.0,2024-10-07,1.121,On,3153.7992,40.0,0.0,1656.6048,31.5811,6.5,40.0,180.0,4.0102,5.4419,376.7496,1656.6048,31.8578,2.4391,11.826,2024-10-07,POINT (-114.25603729999999 51.8872407),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10624.0,2024-10-07,0.694,On,3153.7992,40.0,0.0,1737.4559,33.1429,6.5412,40.0,179.558,2.9166,6.7051,464.1988,1737.4559,33.4126,2.8654,13.8929,2024-10-07,POINT (-114.2560372 51.8872327),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10625.0,2024-10-07,1.527,On,3153.7927,40.0,0.0,1852.7958,35.3709,6.6,40.0,180.0,5.4685,6.0929,421.8194,1852.7958,35.6307,2.4417,11.8387,2024-10-07,POINT (-114.2560372 51.8872177),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10626.0,2024-10-07,0.7,On,3153.7927,40.0,0.0,1801.5417,34.3832,6.6,40.0,180.0,2.552,6.031,417.5333,1801.5417,34.645,2.4857,12.0518,2024-10-07,POINT (-114.2560372 51.8872107),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10627.0,2024-10-07,1.209,On,3153.7434,40.0,0.0,1793.198,34.2225,6.6,40.0,179.7101,4.4478,6.0578,419.3862,1793.198,34.4846,2.5083,12.1616,2024-10-07,POINT (-114.2560371 51.8871985),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10628.0,2024-10-07,0.607,On,3153.7434,40.0,0.0,1734.9004,33.1157,6.6,40.0,180.0,2.1874,5.741,397.4513,1734.9004,33.3635,2.457,11.9128,2024-10-07,POINT (-114.2560371 51.8871925),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10629.0,2024-10-07,1.408,On,3153.7336,40.0,0.0,1611.728,30.7773,6.6,40.0,179.751,5.1769,5.4416,376.7284,1611.728,30.9948,2.5069,12.1546,2024-10-07,POINT (-114.25603699999999 51.887178299999995),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10630.0,2024-10-07,0.814,On,3153.7336,40.0,0.0,1624.8745,30.9961,6.6,40.0,180.4534,2.8437,5.2126,360.8697,1624.8745,31.2476,2.3819,11.5487,2024-10-07,POINT (-114.2560371 51.887170499999996),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10631.0,2024-10-07,1.012,On,3153.6975,40.0,0.0,1632.4267,31.1218,6.6,40.0,180.0,3.6821,5.4541,377.5908,1632.4267,31.3928,2.4808,12.0279,2024-10-07,POINT (-114.2560371 51.8871604),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10632.0,2024-10-07,1.308,On,3153.6811,40.0,0.0,1720.2909,32.8518,6.6,40.0,180.0,4.7029,5.6798,393.2155,1720.2909,33.0825,2.4515,11.8859,2024-10-07,POINT (-114.2560371 51.8871475),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10633.0,2024-10-07,0.74,On,3153.6811,40.0,0.0,1772.4101,33.8779,6.6,40.0,180.0,2.953,6.4948,449.6394,1772.4101,34.0848,2.7208,13.1918,2024-10-07,POINT (-114.2560371 51.887139399999995),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10634.0,2024-10-07,0.97,On,3153.6844,40.0,0.0,1792.5157,34.2296,6.6,40.0,180.3536,3.6457,6.1865,428.2983,1792.5157,34.4715,2.5626,12.4247,2024-10-07,POINT (-114.2560372 51.8871294),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10635.0,2024-10-07,1.011,On,3153.6942,40.0,0.0,1805.2425,34.4522,6.6,40.0,180.0,3.6821,6.0374,417.9772,1805.2425,34.7162,2.4832,12.0398,2024-10-07,POINT (-114.2560372 51.887119299999995),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10636.0,2024-10-07,0.999,On,3153.7172,40.0,0.0,1789.1056,34.1699,6.6,40.0,180.0,3.7186,6.1153,423.3675,1789.1056,34.4059,2.5379,12.3051,2024-10-07,POINT (-114.2560372 51.887109099999996),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10637.0,2024-10-07,1.113,On,3153.7598,40.0,0.0,1772.4101,33.8779,6.6,40.0,180.0,4.0831,5.9708,413.3652,1772.4101,34.0848,2.5013,12.1275,2024-10-07,POINT (-114.2560372 51.8870979),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10638.0,2024-10-07,1.402,On,3153.773,40.0,0.0,1611.728,30.7773,6.6,40.0,180.0,5.0675,5.3494,370.344,1611.728,30.9948,2.4644,11.9486,2024-10-07,POINT (-114.2560372 51.887083999999994),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10639.0,2024-10-07,1.015,On,3153.7959,40.0,0.0,1631.7254,31.1581,6.6,40.0,180.0,3.6457,5.3818,372.5871,1631.7254,31.3793,2.4489,11.8736,2024-10-07,POINT (-114.2560372 51.887074),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10640.0,2024-10-07,0.918,On,3153.8189,40.0,0.0,1714.2398,32.7295,6.6,40.0,180.0,3.3176,5.6888,393.8375,1714.2398,32.9662,2.464,11.9467,2024-10-07,POINT (-114.2560372 51.8870649),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10641.0,2024-10-07,0.897,On,3153.8615,40.0,0.0,1714.2398,32.7295,6.6,40.0,179.6071,3.2812,5.7581,398.638,1714.2398,32.9662,2.4941,12.0923,2024-10-07,POINT (-114.2560371 51.8870559),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10642.0,2024-10-07,0.917,On,3153.9009,40.0,0.0,1921.2961,36.6414,6.6,40.0,179.6499,3.6822,7.0844,490.4574,1921.2961,36.948,2.7378,13.2743,2024-10-07,POINT (-114.25603699999999 51.887045799999996),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10643.0,2024-10-07,0.588,On,3153.9009,40.0,0.0,1945.2259,37.0935,6.6,40.0,180.0,2.1874,6.6449,460.0349,1945.2259,37.4082,2.5364,12.2977,2024-10-07,POINT (-114.25603699999999 51.8870398),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10644.0,2024-10-07,1.43,On,3153.9665,40.0,0.0,1913.506,36.5102,6.6,40.0,180.0,5.1039,6.2715,434.1788,1913.506,36.7982,2.4335,11.7989,2024-10-07,POINT (-114.25603699999999 51.887025799999996),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10645.0,2024-10-07,1.111,On,3153.9862,40.0,0.0,1889.0184,36.0599,6.6,40.0,180.0,4.0467,6.3182,437.4132,1889.0184,36.3273,2.4834,12.0409,2024-10-07,POINT (-114.25603699999999 51.887014699999995),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10646.0,2024-10-07,0.8,On,3154.0157,40.0,0.0,2237.8618,42.7207,6.6,40.0,180.442,2.9166,7.4919,518.6722,2237.8618,43.0358,2.4858,12.0521,2024-10-07,POINT (-114.2560371 51.8870067),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10647.0,2024-10-07,1.102,On,3154.0289,40.0,0.0,2237.8618,42.7207,6.6,40.0,180.3215,4.0103,7.4782,517.7237,2237.8618,43.0358,2.4812,12.0301,2024-10-07,POINT (-114.2560372 51.8869957),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10648.0,2024-10-07,0.905,On,3154.0256,40.0,0.0,2252.4207,42.991,6.6,40.0,180.0,3.2811,7.4988,519.1469,2252.4207,43.3158,2.472,11.9852,2024-10-07,POINT (-114.2560372 51.886986699999994),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10649.0,2024-10-07,1.12,On,3154.042,40.0,0.0,2256.4192,43.0652,6.6,40.0,180.3215,4.0103,7.4191,513.6273,2256.4192,43.3927,2.4413,11.8367,2024-10-07,POINT (-114.25603729999999 51.8869757),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10650.0,2024-10-07,1.004,On,3154.0289,40.0,0.0,2200.0553,41.9561,6.5195,40.0,180.0,3.6457,7.3358,507.8631,2200.0553,42.3088,2.4758,12.0037,2024-10-07,POINT (-114.25603729999999 51.8869657),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10651.0,2024-10-07,0.804,On,3154.0223,40.0,0.0,2186.3829,41.6871,6.5,40.0,180.0,2.9894,7.465,516.8099,2186.3829,42.0458,2.5351,12.2916,2024-10-07,POINT (-114.25603729999999 51.8869575),EPSG:4326
